PM2.5,PM10,NO2,SO2,CO,O3,AQI,Category
95.0,187.5,0.0,3.5,1.17,38.2,217.7,Poor
11.1,42.8,13.5,0.0,0.25,0.0,40.9,Good
155.9,244.6,82.2,33.9,2.44,113.7,329.4,Very Poor
118.5,158.4,65.2,52.7,2.08,129.7,296.3,Poor
40.6,91.6,40.5,27.8,1.91,79.7,96.6,Satisfactory
70.6,112.0,40.2,18.7,2.24,84.0,135.4,Moderate
38.0,38.8,30.4,25.9,0.35,39.8,66.4,Satisfactory
31.5,56.6,15.9,6.0,0.94,25.3,53.0,Satisfactory
54.6,62.4,12.4,13.0,1.34,17.2,92.7,Satisfactory
80.9,120.4,0.0,13.9,0.0,24.0,164.6,Moderate
88.0,119.2,11.0,24.6,1.16,53.4,189.7,Moderate
90.3,147.5,56.1,10.1,1.47,55.4,201.4,Poor
62.4,80.4,16.3,5.8,0.87,45.5,109.1,Moderate
134.5,268.1,103.3,53.6,3.53,121.2,308.6,Very Poor
138.1,226.6,107.0,44.1,3.06,116.2,314.3,Very Poor
111.3,225.5,117.4,23.8,2.91,110.9,270.6,Poor
0.0,0.0,28.6,11.1,0.0,36.8,38.5,Good
94.3,153.1,47.3,45.7,1.34,51.3,214.0,Poor
63.4,47.4,41.2,12.6,1.63,21.2,113.1,Moderate
19.9,42.5,30.9,19.2,1.31,5.6,60.7,Satisfactory
72.1,111.7,10.5,11.3,1.29,6.6,138.7,Moderate
57.0,81.9,31.9,19.3,1.09,21.6,95.8,Satisfactory
0.0,0.0,10.7,0.0,0.0,0.8,16.8,Good
28.3,62.2,0.0,5.1,0.69,37.8,61.9,Satisfactory
72.4,79.5,64.0,20.1,2.59,58.7,139.8,Moderate
15.6,12.0,26.8,10.6,0.38,22.5,37.1,Good
145.1,248.5,126.6,49.3,2.95,109.4,312.4,Very Poor
88.0,129.9,70.8,27.7,1.28,57.8,193.6,Moderate
22.4,49.8,18.8,2.0,0.0,0.0,54.5,Satisfactory
23.5,21.3,0.0,0.0,0.17,50.6,50.7,Satisfactory
127.7,176.4,95.8,38.9,2.53,102.8,308.1,Very Poor
1.3,11.5,14.8,15.1,0.46,0.0,25.2,Good
51.0,67.9,65.1,19.9,1.08,58.8,88.0,Satisfactory
45.0,86.6,39.8,2.2,1.23,31.0,85.4,Satisfactory
4.3,9.4,9.4,8.2,0.64,9.1,29.6,Good
135.4,193.1,89.2,42.2,3.23,84.2,312.0,Very Poor
22.7,50.1,39.4,4.8,0.87,17.0,51.4,Satisfactory
37.5,76.3,41.1,10.9,0.64,8.4,76.9,Satisfactory
85.0,140.4,56.6,24.4,1.53,89.4,183.8,Moderate
122.7,204.3,111.6,54.7,3.26,88.5,306.4,Very Poor
117.3,214.1,39.3,31.1,1.05,53.1,292.1,Poor
117.3,228.0,61.1,42.5,2.91,125.0,293.4,Poor
137.0,195.4,101.5,48.3,2.61,94.6,316.5,Very Poor
57.7,112.4,59.9,32.1,0.83,71.2,107.3,Moderate
34.5,73.6,26.8,27.3,0.0,33.9,75.7,Satisfactory
63.5,122.6,41.8,28.5,0.43,27.2,120.3,Moderate
92.8,134.6,111.7,48.8,2.45,97.3,210.3,Poor
68.1,124.1,17.1,24.3,1.69,36.0,127.9,Moderate
55.9,101.0,40.8,44.5,1.75,46.6,103.3,Moderate
29.4,58.7,15.4,6.6,0.85,0.0,53.2,Satisfactory
45.6,50.8,14.9,9.2,1.08,22.4,75.1,Satisfactory
87.0,157.3,65.4,32.2,1.7,53.4,186.9,Moderate
108.2,216.1,96.4,54.5,2.57,125.4,257.6,Poor
42.5,70.0,13.1,13.2,0.5,3.6,70.3,Satisfactory
41.6,56.6,15.1,0.2,0.27,0.0,72.4,Satisfactory
43.4,46.8,0.0,3.2,0.42,2.7,71.8,Satisfactory
69.7,92.1,48.0,12.2,0.32,30.7,133.5,Moderate
48.9,66.0,10.0,27.1,0.09,35.2,80.0,Satisfactory
5.2,23.6,31.9,10.3,0.24,20.2,42.3,Good
72.2,147.2,69.1,33.0,1.25,69.7,141.5,Moderate
15.2,14.4,8.4,0.3,0.0,36.2,35.9,Good
23.7,73.4,18.1,16.6,1.49,33.2,75.7,Satisfactory
23.2,44.5,11.3,0.0,0.35,28.1,45.3,Good
147.3,328.7,99.0,45.4,2.52,119.4,320.9,Very Poor
126.4,221.7,93.0,62.5,2.15,99.9,313.2,Very Poor
102.8,113.0,50.0,30.3,0.77,68.7,241.5,Poor
40.7,70.3,20.4,47.5,1.87,37.8,97.4,Satisfactory
27.4,28.7,0.0,0.0,0.0,31.4,49.2,Good
17.2,32.8,60.4,0.0,0.33,49.5,78.1,Satisfactory
103.8,195.7,39.8,42.7,1.79,90.4,247.1,Poor
91.1,160.6,38.5,25.2,1.23,53.0,208.8,Poor
5.8,7.9,21.3,11.8,0.9,27.4,50.4,Satisfactory
0.0,0.0,1.5,0.0,0.42,18.2,26.7,Good
9.8,6.4,19.4,0.0,0.43,16.8,21.6,Good
14.0,31.1,27.5,11.1,0.14,1.7,33.2,Good
0.0,0.0,23.5,0.0,0.02,32.2,34.8,Good
53.9,110.9,56.9,18.9,1.74,33.4,104.5,Moderate
59.7,119.3,39.9,15.3,0.65,23.9,109.7,Moderate
69.9,95.5,67.6,23.3,1.46,73.0,128.9,Moderate
33.3,61.8,22.3,4.9,1.5,23.3,67.8,Satisfactory
71.3,119.1,44.2,25.9,1.77,42.4,137.0,Moderate
40.0,52.1,51.3,15.2,1.88,46.0,98.9,Satisfactory
18.4,0.0,19.7,0.0,1.2,34.6,64.4,Satisfactory
124.9,191.9,81.9,32.0,2.83,103.8,303.5,Very Poor
134.5,186.3,69.4,28.4,1.42,110.9,308.6,Very Poor
162.4,230.1,80.8,54.0,3.13,108.2,329.6,Very Poor
124.2,209.1,96.1,47.5,3.06,106.0,303.7,Very Poor
168.5,307.4,106.1,36.4,2.82,131.8,341.8,Very Poor
101.8,196.5,85.2,59.9,1.54,89.1,243.7,Poor
10.0,34.3,27.3,0.0,0.0,19.0,31.8,Good
47.4,110.0,32.9,23.6,0.0,47.7,108.1,Moderate
44.0,66.4,63.7,11.8,1.6,91.8,93.3,Satisfactory
73.1,97.8,63.6,47.9,1.83,60.2,143.0,Moderate
37.0,50.7,29.8,20.8,1.65,0.0,75.0,Satisfactory
164.6,305.7,85.2,63.8,2.89,101.0,333.2,Very Poor
0.0,0.0,37.3,7.2,0.0,23.1,51.0,Satisfactory
39.2,81.2,0.0,9.7,0.08,41.3,78.0,Satisfactory
139.8,209.7,99.9,57.6,2.88,117.0,318.3,Very Poor
14.6,0.0,40.6,28.3,1.12,42.6,56.2,Satisfactory
25.7,50.2,68.6,38.3,1.89,72.8,95.3,Satisfactory
48.4,56.3,31.2,5.2,1.32,72.5,82.0,Satisfactory
17.9,35.7,32.5,0.0,0.84,22.6,46.6,Good
0.0,0.0,17.7,1.8,1.29,0.0,66.2,Satisfactory
21.8,42.0,16.0,16.0,0.38,0.0,41.7,Good
41.1,73.4,17.0,0.0,0.24,11.4,73.4,Satisfactory
35.4,53.9,38.5,8.7,1.67,68.8,81.1,Satisfactory
17.5,41.7,18.2,12.7,0.67,41.1,38.0,Good
0.0,0.0,19.6,11.9,0.74,0.0,40.8,Good
65.1,83.7,57.4,31.5,1.18,61.3,116.6,Moderate
34.9,59.2,14.4,0.5,0.49,66.9,68.9,Satisfactory
67.5,113.0,55.8,9.1,0.89,3.6,125.2,Moderate
4.3,5.1,4.3,6.8,1.09,22.3,58.2,Satisfactory
124.7,250.8,77.3,48.4,2.17,144.4,300.5,Very Poor
117.6,183.4,37.1,49.3,0.61,34.7,288.5,Poor
56.2,112.4,55.5,26.1,1.26,72.8,107.6,Moderate
21.4,67.2,12.1,0.0,0.0,26.2,68.6,Satisfactory
79.5,137.5,7.5,0.0,1.94,64.6,163.2,Moderate
94.2,192.2,23.2,34.5,1.31,72.7,222.9,Poor
163.7,324.5,109.3,24.8,2.89,120.5,335.7,Very Poor
72.2,105.6,47.3,17.0,1.89,92.6,138.9,Moderate
0.0,0.0,7.0,11.8,0.52,18.2,30.8,Good
9.6,18.9,0.0,0.0,0.93,0.6,47.3,Good
126.0,209.8,74.2,38.4,3.07,119.7,307.4,Very Poor
122.4,205.4,95.6,46.5,2.78,82.4,299.9,Poor
59.2,110.0,66.5,40.9,1.74,78.4,105.0,Moderate
30.4,56.0,0.0,13.0,1.22,28.1,60.7,Satisfactory
105.2,175.4,103.3,47.7,2.79,103.7,246.3,Poor
17.0,13.4,28.2,8.8,0.11,0.0,33.5,Good
81.2,103.6,35.9,36.1,1.64,70.5,168.3,Moderate
45.1,54.2,17.4,11.3,1.05,30.5,71.6,Satisfactory
72.1,129.8,6.1,26.5,1.03,40.7,138.7,Moderate
49.8,67.0,16.9,19.1,1.34,17.4,84.1,Satisfactory
0.1,0.0,14.4,0.0,0.82,0.0,37.4,Good
29.5,37.9,0.0,15.9,0.22,19.8,55.7,Satisfactory
43.7,53.2,29.4,2.0,0.28,0.0,74.2,Satisfactory
98.5,151.0,50.6,34.8,1.56,48.5,232.5,Poor
80.0,96.9,58.2,24.0,1.16,112.5,163.5,Moderate
35.0,64.8,7.9,34.7,0.71,31.3,70.6,Satisfactory
61.5,83.6,46.4,30.4,1.58,65.8,103.2,Moderate
38.9,54.1,20.8,14.3,0.11,43.6,61.0,Satisfactory
110.3,130.0,63.4,56.7,2.9,128.4,270.0,Poor
14.6,31.3,27.2,22.4,0.0,65.4,61.5,Satisfactory
122.8,249.4,103.2,48.1,3.16,116.9,300.1,Very Poor
24.3,34.1,13.6,19.3,1.36,44.6,69.7,Satisfactory
1.8,3.7,7.0,4.1,0.3,1.8,17.5,Good
66.1,87.5,33.1,0.0,1.14,34.0,119.1,Moderate
37.2,34.1,22.7,10.5,1.22,35.8,64.1,Satisfactory
114.9,226.1,70.1,42.9,2.91,134.8,279.5,Poor
61.2,108.4,35.4,15.1,1.63,72.2,104.9,Moderate
92.5,130.9,25.4,38.0,1.22,91.9,210.1,Poor
49.4,73.8,76.9,29.9,2.23,68.2,102.5,Moderate
79.5,148.4,48.5,30.2,1.28,67.2,168.5,Moderate
38.8,59.1,15.9,0.0,0.24,58.5,64.2,Satisfactory
0.0,1.6,7.8,0.0,0.9,14.7,45.8,Good
60.3,122.0,36.9,17.2,1.37,51.0,116.8,Moderate
52.7,110.9,28.9,22.2,0.75,44.6,105.6,Moderate
0.0,0.0,40.3,22.3,1.43,0.0,72.3,Satisfactory
98.1,151.9,88.2,52.3,2.47,144.9,225.9,Poor
12.0,0.0,14.3,0.0,0.24,40.4,36.2,Good
52.5,72.8,78.0,30.3,2.08,49.2,105.5,Moderate
126.6,180.9,65.2,45.3,2.48,94.6,308.8,Very Poor
27.5,51.8,62.3,18.9,1.3,58.6,78.3,Satisfactory
74.3,121.0,41.1,22.1,2.14,94.5,154.0,Moderate
38.1,45.0,41.9,13.5,1.5,24.7,77.1,Satisfactory
33.1,53.2,56.8,9.4,0.76,44.8,69.2,Satisfactory
137.1,163.2,81.5,26.2,2.31,122.3,315.1,Very Poor
68.7,113.0,17.5,12.5,0.53,31.5,126.5,Moderate
5.2,20.1,0.0,11.2,0.72,10.5,38.7,Good
57.9,127.9,28.9,28.0,1.55,32.1,116.5,Moderate
124.6,162.4,106.0,50.7,1.46,83.3,310.0,Very Poor
65.6,85.1,35.6,33.8,1.8,3.5,117.8,Moderate
37.7,43.2,15.0,19.2,0.58,27.6,64.3,Satisfactory
50.9,98.7,18.8,5.1,1.02,38.3,101.4,Moderate
60.1,100.1,41.9,31.8,0.3,62.5,98.5,Satisfactory
2.9,20.3,0.0,7.7,0.0,54.7,54.7,Satisfactory
78.9,114.1,35.6,35.8,1.87,94.5,163.4,Moderate
148.4,209.4,79.2,54.7,2.02,109.3,320.1,Very Poor
25.9,60.0,34.3,0.7,0.16,0.0,57.1,Satisfactory
140.3,284.8,62.9,67.2,3.23,103.5,316.8,Very Poor
76.0,118.1,48.5,18.4,1.26,56.9,150.0,Moderate
12.7,0.0,9.7,5.5,1.31,15.5,68.2,Satisfactory
111.3,144.1,64.6,32.9,2.64,53.3,275.3,Poor
101.1,165.0,52.3,25.9,0.92,80.2,238.9,Poor
41.7,65.6,80.5,36.1,1.87,58.2,101.6,Moderate
0.0,3.9,25.9,0.0,0.72,19.0,38.2,Good
0.0,0.0,0.0,1.0,0.0,46.0,45.8,Good
60.4,170.8,71.9,27.9,0.39,63.7,141.9,Moderate
67.8,109.6,33.8,0.0,0.93,42.7,126.8,Moderate
69.9,121.7,74.8,24.4,1.32,92.1,136.8,Moderate
16.2,4.2,12.0,3.5,1.02,57.9,58.1,Satisfactory
90.4,133.6,15.7,20.6,0.58,4.1,196.0,Moderate
119.9,230.1,67.6,45.8,2.73,106.6,296.8,Poor
136.8,201.0,89.7,31.3,2.52,88.1,310.2,Very Poor
88.5,155.1,40.1,21.8,0.91,61.1,194.1,Moderate
84.4,107.3,9.7,0.0,0.95,52.1,181.4,Moderate
28.9,37.6,16.0,0.0,0.63,20.9,48.0,Good
141.5,190.1,90.8,48.7,2.03,147.7,314.3,Very Poor
147.7,278.6,112.9,41.7,3.29,115.8,326.9,Very Poor
6.4,9.7,43.3,28.5,1.21,29.2,62.1,Satisfactory
8.8,33.2,44.1,23.1,0.53,50.5,57.5,Satisfactory
92.8,138.3,52.1,27.1,2.15,45.7,210.1,Poor
72.2,129.0,71.0,30.3,1.13,58.2,145.0,Moderate
50.3,83.1,39.2,17.6,0.69,51.2,82.9,Satisfactory
56.0,95.6,54.0,26.3,1.39,69.7,92.8,Satisfactory
149.5,196.2,63.9,41.7,2.33,50.2,322.2,Very Poor
42.3,98.6,21.2,6.7,0.2,53.5,100.8,Moderate
36.4,42.3,30.2,0.0,0.89,32.4,53.5,Satisfactory
48.8,76.7,27.2,17.6,0.27,32.2,75.6,Satisfactory
127.2,203.6,65.4,40.5,1.58,110.2,307.0,Very Poor
124.4,222.1,106.8,52.8,2.59,113.2,300.3,Very Poor
103.8,125.4,49.3,38.5,1.09,80.0,242.8,Poor
37.6,60.0,37.3,25.4,0.45,4.5,61.7,Satisfactory
103.5,151.9,78.3,48.5,2.08,32.1,237.7,Poor
31.4,45.0,35.5,6.8,0.1,53.6,59.2,Satisfactory
4.6,19.0,51.0,4.1,0.28,26.2,63.0,Satisfactory
29.9,58.2,24.5,3.9,1.01,1.7,61.1,Satisfactory
114.6,185.7,108.6,49.4,1.87,97.4,279.2,Poor
64.9,100.2,40.8,20.7,1.83,32.5,116.5,Moderate
50.5,78.7,49.6,26.0,0.54,63.2,83.2,Satisfactory
66.5,111.9,46.0,13.5,1.74,83.7,124.6,Moderate
50.7,83.7,52.5,26.1,1.83,70.7,89.8,Satisfactory
18.5,53.5,36.2,12.4,0.6,62.2,64.4,Satisfactory
40.8,59.8,0.0,15.1,1.53,47.2,81.3,Satisfactory
65.7,97.1,55.6,30.7,1.17,28.2,119.8,Moderate
145.1,196.8,74.3,39.4,3.07,105.1,319.4,Very Poor
118.9,255.3,86.8,35.1,2.55,100.8,294.1,Poor
110.8,194.0,67.1,60.1,2.79,87.5,268.2,Poor
8.0,0.0,36.1,12.9,0.85,42.4,38.8,Good
68.4,134.6,20.4,18.7,0.48,39.2,127.4,Moderate
53.9,95.4,23.9,0.0,0.94,24.3,96.4,Satisfactory
60.9,105.7,51.9,30.4,1.97,64.8,100.1,Moderate
150.5,329.6,96.5,41.8,3.16,136.9,319.6,Very Poor
64.3,126.7,18.3,9.0,0.74,27.0,113.9,Moderate
115.5,163.5,68.5,45.8,2.71,104.0,286.5,Poor
86.1,143.1,75.6,25.3,1.4,60.8,190.4,Moderate
15.6,15.6,17.4,5.4,0.23,0.0,24.0,Good
69.8,98.2,34.0,31.5,1.88,35.7,135.4,Moderate
95.7,147.9,83.4,41.4,2.48,102.2,224.2,Poor
8.0,11.6,38.7,22.7,1.38,44.6,63.7,Satisfactory
104.9,176.9,39.7,22.8,1.36,44.5,250.5,Poor
61.1,76.4,31.5,0.0,0.0,34.7,103.0,Moderate
65.7,112.9,14.9,5.1,1.38,4.0,119.0,Moderate
67.0,139.5,11.2,7.3,0.96,42.6,123.2,Moderate
49.8,87.6,1.8,27.2,0.47,37.0,88.6,Satisfactory
48.9,75.8,11.5,23.0,1.54,69.4,75.5,Satisfactory
34.1,60.3,18.0,20.0,1.46,0.0,71.6,Satisfactory
32.9,63.2,0.0,4.1,0.98,0.0,63.9,Satisfactory
27.4,49.5,31.6,8.3,0.63,5.0,52.6,Satisfactory
26.0,59.3,13.6,36.0,1.62,76.5,87.6,Satisfactory
15.9,0.9,24.5,0.0,0.06,31.6,25.7,Good
33.7,63.1,14.7,8.4,0.71,0.0,71.2,Satisfactory
15.7,14.1,41.0,6.9,0.09,0.0,47.5,Good
125.2,226.4,80.3,57.4,3.98,139.9,302.9,Very Poor
72.7,154.3,37.5,37.3,1.76,42.8,144.5,Moderate
54.8,82.3,22.2,5.3,0.93,20.2,94.3,Satisfactory
0.0,0.0,18.1,0.0,0.13,9.3,19.5,Good
71.9,103.0,57.4,31.6,1.55,55.0,136.2,Moderate
58.5,86.7,23.3,35.2,0.95,85.9,93.2,Satisfactory
37.3,51.5,21.1,14.5,0.64,32.8,59.8,Satisfactory
113.5,199.2,75.5,36.7,2.57,113.5,275.2,Poor
33.7,67.8,7.1,14.7,1.69,59.1,85.7,Satisfactory
146.4,239.5,93.5,58.2,2.57,130.0,319.3,Very Poor
169.9,336.6,63.7,44.8,3.02,142.6,335.4,Very Poor
22.8,27.8,23.1,11.2,1.25,26.7,61.3,Satisfactory
80.3,142.3,41.5,14.8,1.04,76.7,164.6,Moderate
69.1,125.9,25.2,15.9,1.24,38.3,132.7,Moderate
54.6,124.5,52.5,25.0,1.28,94.8,109.2,Moderate
83.6,89.4,33.3,4.5,1.09,42.2,176.1,Moderate
18.2,23.6,48.9,10.3,0.4,48.1,58.2,Satisfactory
128.2,183.5,43.0,49.7,3.11,128.3,312.0,Very Poor
108.1,169.2,45.6,18.4,1.43,71.6,265.2,Poor
33.1,65.0,25.5,18.3,0.23,24.4,67.5,Satisfactory
105.0,189.5,86.8,70.1,3.61,110.2,249.4,Poor
38.5,75.1,24.4,20.9,1.34,5.4,72.3,Satisfactory
8.5,21.2,31.4,12.5,0.85,58.9,55.8,Satisfactory
23.3,29.7,36.3,0.0,0.41,0.0,46.2,Good
49.5,100.4,21.4,29.8,0.44,19.5,104.6,Moderate
135.0,197.5,51.7,61.4,2.84,107.9,314.3,Very Poor
54.4,78.8,58.7,28.5,1.88,38.6,97.6,Satisfactory
79.1,97.7,43.0,23.1,1.67,79.7,166.4,Moderate
86.7,123.8,52.9,31.3,0.92,24.5,192.4,Moderate
117.5,228.0,75.0,56.6,2.82,106.4,292.4,Poor
0.0,5.6,34.3,9.2,0.45,8.7,46.1,Good
54.0,114.8,34.0,6.3,1.41,46.3,113.5,Moderate
55.7,106.8,39.8,34.7,1.33,31.0,98.2,Satisfactory
43.1,85.6,74.8,38.6,1.98,71.3,102.2,Moderate
1.8,0.0,38.4,23.3,0.54,47.9,49.7,Good
41.2,61.6,24.3,15.5,0.75,50.8,73.1,Satisfactory
73.1,119.2,26.4,44.6,2.12,97.0,147.9,Moderate
7.2,17.8,20.2,15.2,0.6,11.2,27.1,Good
12.1,33.0,3.4,14.1,0.0,0.0,32.6,Good
5.2,21.9,0.0,0.0,0.0,0.0,15.3,Good
127.2,206.2,49.8,29.1,1.88,40.1,304.4,Very Poor
84.0,155.8,0.0,5.2,0.89,51.8,184.5,Moderate
29.3,47.5,36.4,17.1,0.97,74.9,75.7,Satisfactory
54.4,77.3,4.7,0.0,0.85,47.3,88.7,Satisfactory
44.4,77.5,67.0,37.6,1.25,57.5,83.2,Satisfactory
39.6,98.9,24.3,25.3,0.26,38.8,100.7,Moderate
30.3,54.2,17.2,0.2,0.31,0.0,51.6,Satisfactory
42.5,56.5,33.8,26.8,0.16,39.0,71.9,Satisfactory
73.3,119.6,44.2,21.9,1.25,89.0,141.9,Moderate
64.7,97.2,55.5,21.9,2.4,52.4,115.1,Moderate
0.0,0.0,0.0,0.0,0.32,10.1,14.9,Good
0.0,0.0,5.5,13.8,0.66,14.4,36.7,Good
79.7,153.6,51.0,27.7,1.1,27.5,166.4,Moderate
0.0,19.1,3.6,23.1,0.54,9.0,29.6,Good
101.9,150.7,62.6,19.9,2.4,64.4,235.8,Poor
90.5,207.3,64.2,21.8,1.86,72.3,192.9,Moderate
58.0,110.9,53.3,38.1,1.74,18.3,113.1,Moderate
19.4,18.3,4.5,28.2,0.7,42.7,36.7,Good
146.6,281.1,90.7,41.9,2.23,101.1,324.1,Very Poor
123.3,183.0,73.2,50.1,2.49,122.1,296.5,Poor
72.3,98.6,95.9,55.9,2.64,128.0,141.8,Moderate
114.7,172.0,86.7,34.1,2.72,106.9,285.9,Poor
106.4,179.6,37.7,30.4,1.57,105.0,248.9,Poor
65.4,108.7,46.9,9.6,2.29,119.0,126.9,Moderate
29.2,35.6,46.1,45.9,0.48,17.0,54.2,Satisfactory
110.6,220.2,62.8,29.7,1.47,50.7,270.4,Poor
50.5,91.4,23.4,5.2,1.2,38.5,98.4,Satisfactory
90.9,156.2,33.0,3.4,1.23,16.3,201.4,Poor
20.5,29.8,27.2,15.0,0.71,24.7,34.3,Good
63.5,117.1,26.6,6.8,0.82,19.8,113.2,Moderate
96.9,194.8,65.1,18.2,0.79,70.6,225.8,Poor
56.4,63.7,44.9,12.8,1.6,61.7,93.4,Satisfactory
70.6,76.7,31.6,3.3,1.55,105.8,129.5,Moderate
26.2,36.6,0.0,0.0,0.09,1.6,37.0,Good
46.9,60.5,11.9,22.9,0.7,36.1,79.9,Satisfactory
64.0,103.5,63.9,24.7,1.88,45.3,110.0,Moderate
165.6,244.5,83.8,57.0,1.86,155.5,335.7,Very Poor
70.6,117.5,41.8,28.5,1.79,61.0,136.6,Moderate
35.1,60.2,38.3,9.3,0.98,4.7,61.0,Satisfactory
46.6,98.9,69.3,42.9,1.27,47.1,98.8,Satisfactory
21.6,36.4,0.0,20.7,0.0,4.9,36.7,Good
49.0,79.0,30.8,0.0,1.53,50.9,82.2,Satisfactory
21.3,49.6,46.9,14.8,0.51,0.0,59.1,Satisfactory
55.1,67.9,21.5,0.0,0.61,33.9,93.4,Satisfactory
50.7,64.1,22.6,4.0,0.81,97.6,103.2,Moderate
46.9,55.2,41.7,12.7,0.48,58.1,74.5,Satisfactory
135.8,221.6,72.6,51.4,2.3,72.5,310.0,Very Poor
122.8,179.0,96.3,28.5,2.35,112.7,301.1,Very Poor
9.9,2.9,0.0,0.0,0.69,6.3,34.9,Good
87.2,145.0,67.7,20.2,0.77,56.2,191.2,Moderate
89.8,110.5,21.5,13.2,1.74,104.8,199.4,Moderate
23.9,62.5,33.5,5.1,1.14,25.0,68.6,Satisfactory
167.9,203.3,96.9,36.6,2.96,83.1,341.1,Very Poor
63.5,95.2,38.8,13.9,1.23,33.6,113.5,Moderate
104.6,163.2,105.3,58.1,2.73,108.0,252.9,Poor
172.0,222.2,71.4,31.5,3.13,144.5,340.3,Very Poor
74.7,105.8,66.9,12.6,1.55,56.2,147.0,Moderate
160.1,266.4,111.0,59.2,2.61,100.4,330.7,Very Poor
64.5,112.2,0.0,13.8,0.58,18.3,117.6,Moderate
42.9,49.2,42.4,5.2,1.16,36.1,71.6,Satisfactory
71.0,129.6,55.0,33.4,1.83,58.9,140.1,Moderate
121.5,199.1,69.3,36.1,1.43,37.7,305.8,Very Poor
68.4,92.6,64.3,18.5,1.17,68.4,129.9,Moderate
0.0,11.2,6.9,9.5,0.26,0.0,7.4,Good
37.2,78.4,5.6,16.6,0.97,44.4,75.4,Satisfactory
62.9,71.5,72.9,27.7,1.74,77.5,111.4,Moderate
41.6,63.6,33.0,18.4,0.57,26.5,73.8,Satisfactory
73.3,155.4,50.6,35.6,1.49,23.5,148.8,Moderate
0.0,0.0,5.5,7.7,0.0,54.7,54.7,Satisfactory
40.6,64.5,17.4,8.8,0.58,45.4,69.5,Satisfactory
76.5,131.0,18.6,33.7,1.84,88.2,156.9,Moderate
29.4,43.8,35.2,4.8,0.8,35.7,49.4,Good
171.2,344.9,79.2,46.6,3.07,148.4,341.2,Very Poor
0.0,2.9,22.6,2.2,1.72,20.1,88.0,Satisfactory
119.4,240.5,87.6,42.8,2.59,84.2,297.4,Poor
7.1,36.7,31.7,0.0,0.95,14.1,46.6,Good
10.7,10.5,41.3,0.0,0.81,33.0,50.2,Satisfactory
67.6,86.8,38.1,16.0,1.42,90.1,126.8,Moderate
14.9,36.0,24.9,11.9,0.0,15.3,35.4,Good
36.3,73.7,42.1,26.3,0.03,9.1,76.0,Satisfactory
38.6,83.9,16.8,17.4,1.01,21.2,86.9,Satisfactory
21.7,13.4,42.8,3.0,0.27,46.6,50.2,Satisfactory
38.4,84.6,0.0,10.7,0.0,4.5,83.3,Satisfactory
30.8,50.1,26.8,9.6,0.35,14.4,52.3,Satisfactory
17.5,42.7,8.4,3.9,0.74,7.6,38.4,Good
120.6,235.3,89.0,37.7,2.15,72.0,301.5,Very Poor
10.1,4.5,75.8,46.6,1.42,73.2,95.2,Satisfactory
59.1,97.8,40.2,13.6,1.54,39.7,98.8,Satisfactory
31.9,59.0,12.8,0.0,1.83,5.5,93.5,Satisfactory
50.1,135.4,54.9,4.9,0.46,34.0,122.1,Moderate
32.8,46.5,22.1,18.0,1.01,23.5,49.8,Good
32.6,39.5,20.6,7.3,0.18,49.7,50.8,Satisfactory
68.1,103.8,32.0,19.2,1.78,51.7,125.7,Moderate
35.3,65.0,12.6,20.3,0.72,14.2,64.0,Satisfactory
77.1,99.1,34.0,36.6,0.96,28.6,157.5,Moderate
10.0,41.4,37.6,12.6,0.98,35.3,46.6,Good
80.2,89.3,2.3,23.4,0.49,59.9,160.9,Moderate
49.9,78.2,38.9,11.1,0.0,0.0,83.7,Satisfactory
61.9,90.9,38.6,14.2,1.43,66.0,106.3,Moderate
24.1,57.1,11.1,6.4,0.4,13.8,55.1,Satisfactory
0.0,7.9,13.1,6.1,0.85,0.0,47.9,Good
20.9,49.7,15.0,0.8,0.0,3.0,49.2,Good
45.9,90.0,33.3,10.7,0.74,32.9,91.9,Satisfactory
36.0,58.0,29.7,8.5,1.09,62.5,60.8,Satisfactory
33.2,59.9,31.5,4.3,1.01,12.6,55.7,Satisfactory
0.0,0.0,39.3,22.1,0.4,39.2,47.9,Good
49.5,80.4,38.6,35.4,0.72,76.2,81.5,Satisfactory
149.4,256.4,74.9,32.6,3.37,108.9,323.6,Very Poor
96.2,152.5,74.1,40.5,1.59,80.1,220.9,Poor
9.4,14.1,8.6,0.0,0.29,41.4,43.7,Good
80.2,104.1,43.9,16.8,1.97,34.3,162.8,Moderate
44.4,116.4,32.4,34.6,0.81,69.5,104.6,Moderate
54.8,105.1,43.1,35.8,2.68,96.3,107.3,Moderate
85.5,128.5,44.9,27.2,0.87,29.7,184.0,Moderate
84.4,121.7,61.8,35.5,2.23,77.1,180.3,Moderate
141.0,288.4,49.7,20.0,0.97,99.2,317.6,Very Poor
52.6,78.9,39.8,29.6,1.89,56.1,92.7,Satisfactory
0.0,25.0,23.1,1.7,0.64,38.3,36.8,Good
196.5,277.9,92.1,42.2,2.36,143.2,359.4,Very Poor
28.8,39.2,29.7,15.3,0.38,4.7,42.1,Good
62.8,76.8,62.4,24.7,2.09,77.1,110.9,Moderate
66.8,133.4,0.0,11.0,1.08,0.0,120.4,Moderate
57.9,104.0,3.4,23.1,0.0,4.5,98.2,Satisfactory
37.2,58.0,35.3,14.9,0.0,20.5,59.6,Satisfactory
111.7,154.7,23.4,33.3,1.95,50.2,272.3,Poor
101.9,187.4,82.4,52.2,3.19,90.8,236.2,Poor
